OML UID,Entity / Source,Survey Type,Status,Assignee,Supplier UID,Neighborhood,Zone,Lat,Long,Surveyed by,Survey Date
LRC6696,Lebanese Red Cross,MSNA,Unknown,,ba248,Achrafieh foncière,61,33.88890287,35.53079612,,8/14/2020
LRC6697,Lebanese Red Cross,MSNA,Unknown,,i218O,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/14/2020
LRC6698,Lebanese Red Cross,MSNA,Unknown,,iMXAM,Achrafieh foncière,61,33.88890287,35.53079612,,8/14/2020
LRC6699,Lebanese Red Cross,MSNA,Unknown,,WSNed,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/14/2020
LRC6700,Lebanese Red Cross,MSNA,Unknown,,T0X7G,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/14/2020
LRC6701,Lebanese Red Cross,MSNA,Unknown,,Q1UNv,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/14/2020
LRC6702,Lebanese Red Cross,MSNA,Unknown,,YCNkU,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/14/2020
LRC6703,Lebanese Red Cross,MSNA,Unknown,,6VWUW,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/14/2020
LRC6704,Lebanese Red Cross,MSNA,Unknown,,7bwNP,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/14/2020
LRC6705,Lebanese Red Cross,MSNA,Unknown,,yZ70k,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/14/2020
LRC6706,Lebanese Red Cross,MSNA,Unknown,,G8dtG,Achrafieh foncière,61,33.88890287,35.53079612,,8/14/2020
LRC6707,Lebanese Red Cross,MSNA,Unknown,,rhIZr,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/14/2020
LRC6708,Lebanese Red Cross,MSNA,Unknown,,ogb2e,Achrafieh foncière,61,33.88890287,35.53079612,,8/14/2020
LRC6709,Lebanese Red Cross,MSNA,Unknown,,49ukT,Achrafieh foncière,61,33.88890287,35.53079612,,8/14/2020
LRC6710,Lebanese Red Cross,MSNA,Unknown,,cX2VH,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/14/2020
LRC6711,Lebanese Red Cross,MSNA,Unknown,,1xJGM,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/14/2020
LRC6712,Lebanese Red Cross,MSNA,Unknown,,iXqG7,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/14/2020
LRC6713,Lebanese Red Cross,MSNA,Unknown,,7sYNp,Achrafieh foncière,61,33.88890287,35.53079612,,8/14/2020
LRC6714,Lebanese Red Cross,MSNA,Unknown,,tFPUw,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/14/2020
LRC6715,Lebanese Red Cross,MSNA,Unknown,,g9/Uu,Achrafieh foncière,61,33.88890287,35.53079612,,8/14/2020
LRC6716,Lebanese Red Cross,MSNA,Unknown,,AHP6g,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6717,Lebanese Red Cross,MSNA,Unknown,,QE2X0,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6718,Lebanese Red Cross,MSNA,Unknown,,oRMX4,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6719,Lebanese Red Cross,MSNA,Unknown,,y0ro+,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6720,Lebanese Red Cross,MSNA,Unknown,,/9dQE,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6721,Lebanese Red Cross,MSNA,Unknown,,o63Yl,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6722,Lebanese Red Cross,MSNA,Unknown,,zsh4K,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6723,Lebanese Red Cross,MSNA,Unknown,,mBo5I,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6724,Lebanese Red Cross,MSNA,Unknown,,xOcXT,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6725,Lebanese Red Cross,MSNA,Unknown,,LjC+e,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6726,Lebanese Red Cross,MSNA,Unknown,,e6Y8y,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6727,Lebanese Red Cross,MSNA,Unknown,,h/8+h,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6728,Lebanese Red Cross,MSNA,Unknown,,hetYY,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6729,Lebanese Red Cross,MSNA,Unknown,,/h/QV,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6730,Lebanese Red Cross,MSNA,Unknown,,curN6,Achrafieh foncière,61,33.88890287,35.53079612,Save the Children,8/13/2020
LRC6731,Lebanese Red Cross,MSNA,Unknown,,lVIhh,Achrafieh foncière,61,33.88890287,35.53079612,Solidarite,8/13/2020
LRC6732,Lebanese Red Cross,MSNA,Unknown,,QDwTb,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6733,Lebanese Red Cross,MSNA,Unknown,,fdbW0,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6734,Lebanese Red Cross,MSNA,Unknown,,0zX4b,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6735,Lebanese Red Cross,MSNA,Unknown,,CdN0t,Achrafieh foncière,61,33.88890287,35.53079612,,8/13/2020
LRC6736,Lebanese Red Cross,MSNA,Unknown,,ALYTy,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6737,Lebanese Red Cross,MSNA,Unknown,,ofRyt,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/13/2020
LRC6738,Lebanese Red Cross,MSNA,Unknown,,SBVsS,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/12/2020
LRC6739,Lebanese Red Cross,MSNA,Unknown,,dRHz3,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/12/2020
LRC6740,Lebanese Red Cross,MSNA,Unknown,,WqyWI,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/12/2020
LRC6741,Lebanese Red Cross,MSNA,Unknown,,Fd5Nw,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/12/2020
LRC6742,Lebanese Red Cross,MSNA,Unknown,,9J/cR,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/12/2020
LRC6743,Lebanese Red Cross,MSNA,Unknown,,8oXRh,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/12/2020
LRC6744,Lebanese Red Cross,MSNA,Unknown,,RTCCf,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/12/2020
LRC6745,Lebanese Red Cross,MSNA,Unknown,,pKNpw,Achrafieh foncière,61,33.88890287,35.53079612,Save the Children,8/12/2020
LRC6746,Lebanese Red Cross,MSNA,Unknown,,uGDeJ,Achrafieh foncière,61,33.88890287,35.53079612,,8/12/2020
LRC6747,Lebanese Red Cross,MSNA,Unknown,,MyHZp,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/12/2020
LRC6748,Lebanese Red Cross,MSNA,Unknown,,49bKE,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/12/2020
LRC6749,Lebanese Red Cross,MSNA,Unknown,,xqOhw,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/12/2020
LRC6750,Lebanese Red Cross,MSNA,Unknown,,UTlUn,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/12/2020
LRC6751,Lebanese Red Cross,MSNA,Unknown,,kZ0yg,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/12/2020
LRC6752,Lebanese Red Cross,MSNA,Unknown,,WMVYS,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/12/2020
LRC6753,Lebanese Red Cross,MSNA,Unknown,,f0NtU,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/12/2020
LRC6754,Lebanese Red Cross,MSNA,Unknown,,CuaXs,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6755,Lebanese Red Cross,MSNA,Unknown,,PL3kl,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6756,Lebanese Red Cross,MSNA,Unknown,,aWSdV,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6757,Lebanese Red Cross,MSNA,Unknown,,v39LH,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6758,Lebanese Red Cross,MSNA,Unknown,,Bhfi0,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6759,Lebanese Red Cross,MSNA,Unknown,,3POpE,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6760,Lebanese Red Cross,MSNA,Unknown,,SYmHE,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6761,Lebanese Red Cross,MSNA,Unknown,,KMSWo,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6762,Lebanese Red Cross,MSNA,Unknown,,9VVbq,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6763,Lebanese Red Cross,MSNA,Unknown,,75y/S,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6764,Lebanese Red Cross,MSNA,Unknown,,Wq7g1,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6765,Lebanese Red Cross,MSNA,Unknown,,l3vIe,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6766,Lebanese Red Cross,MSNA,Unknown,,nBDT8,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6767,Lebanese Red Cross,MSNA,Unknown,,6CFAh,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6768,Lebanese Red Cross,MSNA,Unknown,,h7D6x,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6769,Lebanese Red Cross,MSNA,Unknown,,ovKjd,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6770,Lebanese Red Cross,MSNA,Unknown,,spS+B,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6771,Lebanese Red Cross,MSNA,Unknown,,YsKNv,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6772,Lebanese Red Cross,MSNA,Unknown,,GUY6W,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6773,Lebanese Red Cross,MSNA,Unknown,,1n73I,Achrafieh foncière,61,33.88890287,35.53079612,Save the Children,8/11/2020
LRC6774,Lebanese Red Cross,MSNA,Unknown,,cHJfo,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6775,Lebanese Red Cross,MSNA,Unknown,,G5Px9,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6776,Lebanese Red Cross,MSNA,Unknown,,s2G/V,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6777,Lebanese Red Cross,MSNA,Unknown,,NOM58,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6778,Lebanese Red Cross,MSNA,Unknown,,yE6aX,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6779,Lebanese Red Cross,MSNA,Unknown,,Nx2wS,Achrafieh foncière,61,33.88890287,35.53079612,Save the Children,8/11/2020
LRC6780,Lebanese Red Cross,MSNA,Unknown,,4wQSw,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6781,Lebanese Red Cross,MSNA,Unknown,,f9o+Z,Achrafieh foncière,61,33.88890287,35.53079612,Acted,8/11/2020
LRC6782,Lebanese Red Cross,MSNA,Unknown,,6gkiD,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6783,Lebanese Red Cross,MSNA,Unknown,,EvCI/,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6784,Lebanese Red Cross,MSNA,Unknown,,yJQ78,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/11/2020
LRC6785,Lebanese Red Cross,MSNA,Unknown,,EZF0u,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6786,Lebanese Red Cross,MSNA,Unknown,,CvXs1,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6787,Lebanese Red Cross,MSNA,Unknown,,ED/iQ,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6788,Lebanese Red Cross,MSNA,Unknown,,23TZx,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6789,Lebanese Red Cross,MSNA,Unknown,,Prwm9,Achrafieh foncière,61,33.88890287,35.53079612,,8/10/2020
LRC6790,Lebanese Red Cross,MSNA,Unknown,,J21IU,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6791,Lebanese Red Cross,MSNA,Unknown,,OTq67,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6792,Lebanese Red Cross,MSNA,Unknown,,Zo/I0,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6793,Lebanese Red Cross,MSNA,Unknown,,rJ+sf,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6794,Lebanese Red Cross,MSNA,Unknown,,1y71L,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6795,Lebanese Red Cross,MSNA,Unknown,,SSEc8,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6796,Lebanese Red Cross,MSNA,Unknown,,hsVmA,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6797,Lebanese Red Cross,MSNA,Unknown,,3O2yI,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6798,Lebanese Red Cross,MSNA,Unknown,,/cR+x,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6799,Lebanese Red Cross,MSNA,Unknown,,kSSP3,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6800,Lebanese Red Cross,MSNA,Unknown,,qPis9,Achrafieh foncière,61,33.88890287,35.53079612,Save the Children,8/10/2020
LRC6801,Lebanese Red Cross,MSNA,Unknown,,RFXni,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6802,Lebanese Red Cross,MSNA,Unknown,,jkfkJ,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6803,Lebanese Red Cross,MSNA,Unknown,,qL56A,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6804,Lebanese Red Cross,MSNA,Unknown,,ip4RR,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6805,Lebanese Red Cross,MSNA,Unknown,,7ck1Z,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6806,Lebanese Red Cross,MSNA,Unknown,,Ak9fc,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6807,Lebanese Red Cross,MSNA,Unknown,,DaosN,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6808,Lebanese Red Cross,MSNA,Unknown,,uMg47,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6809,Lebanese Red Cross,MSNA,Unknown,,cKLME,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6810,Lebanese Red Cross,MSNA,Unknown,,KdyBV,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6811,Lebanese Red Cross,MSNA,Unknown,,L66sz,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6812,Lebanese Red Cross,MSNA,Unknown,,YYUDX,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6813,Lebanese Red Cross,MSNA,Unknown,,eMKw6,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6814,Lebanese Red Cross,MSNA,Unknown,,iZBt8,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6815,Lebanese Red Cross,MSNA,Unknown,,RDGZ4,Achrafieh foncière,61,33.88890287,35.53079612,,8/10/2020
LRC6816,Lebanese Red Cross,MSNA,Unknown,,bLAAE,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6817,Lebanese Red Cross,MSNA,Unknown,,bmRwU,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6818,Lebanese Red Cross,MSNA,Unknown,,f4cYJ,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6819,Lebanese Red Cross,MSNA,Unknown,,OPu7x,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6820,Lebanese Red Cross,MSNA,Unknown,,c5Yl4,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6821,Lebanese Red Cross,MSNA,Unknown,,xAL0T,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6822,Lebanese Red Cross,MSNA,Unknown,,Ixjho,Achrafieh foncière,61,33.88890287,35.53079612,Medair,8/10/2020
LRC6823,Lebanese Red Cross,MSNA,Unknown,,2whu8,Achrafieh foncière,61,33.88890287,35.53079612,Medair,8/10/2020
LRC6824,Lebanese Red Cross,MSNA,Unknown,,ys36M,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6825,Lebanese Red Cross,MSNA,Unknown,,250q3,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/10/2020
LRC6826,Lebanese Red Cross,MSNA,Unknown,,2kEHZ,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6827,Lebanese Red Cross,MSNA,Unknown,,vWUIi,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6828,Lebanese Red Cross,MSNA,Unknown,,kFjKA,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6829,Lebanese Red Cross,MSNA,Unknown,,gh8gx,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6830,Lebanese Red Cross,MSNA,Unknown,,A6DRY,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6831,Lebanese Red Cross,MSNA,Unknown,,6+Saa,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6832,Lebanese Red Cross,MSNA,Unknown,,659HH,Achrafieh foncière,61,33.88890287,35.53079612,NRC,8/9/2020
LRC6833,Lebanese Red Cross,MSNA,Unknown,,KLNo7,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6834,Lebanese Red Cross,MSNA,Unknown,,pQ+An,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6835,Lebanese Red Cross,MSNA,Unknown,,0QsFB,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6836,Lebanese Red Cross,MSNA,Unknown,,C1Brm,Achrafieh foncière,61,33.88890287,35.53079612,,8/9/2020
LRC6837,Lebanese Red Cross,MSNA,Unknown,,RmJIs,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6838,Lebanese Red Cross,MSNA,Unknown,,OUPrk,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6839,Lebanese Red Cross,MSNA,Unknown,,2RmBp,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6840,Lebanese Red Cross,MSNA,Unknown,,3Y0AM,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6841,Lebanese Red Cross,MSNA,Unknown,,aqiCg,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6842,Lebanese Red Cross,MSNA,Unknown,,EPVoL,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6843,Lebanese Red Cross,MSNA,Unknown,,aT1/H,Achrafieh foncière,61,33.88890287,35.53079612,,8/9/2020
LRC6844,Lebanese Red Cross,MSNA,Unknown,,BZI6K,Achrafieh foncière,61,33.88890287,35.53079612,,8/9/2020
LRC6845,Lebanese Red Cross,MSNA,Unknown,,hd+tP,Achrafieh foncière,61,33.88890287,35.53079612,,8/9/2020
LRC6846,Lebanese Red Cross,MSNA,Unknown,,1aIRg,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6847,Lebanese Red Cross,MSNA,Unknown,,m4yeh,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/9/2020
LRC6848,Lebanese Red Cross,MSNA,Unknown,,qm/b0,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6849,Lebanese Red Cross,MSNA,Unknown,,0C4Cm,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6850,Lebanese Red Cross,MSNA,Unknown,,HnRCl,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6851,Lebanese Red Cross,MSNA,Unknown,,wC2pa,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6852,Lebanese Red Cross,MSNA,Unknown,,O9UY/,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6853,Lebanese Red Cross,MSNA,Unknown,,SwPo1,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6854,Lebanese Red Cross,MSNA,Unknown,,DfkVi,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6855,Lebanese Red Cross,MSNA,Unknown,,C+MwN,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6856,Lebanese Red Cross,MSNA,Unknown,,ZTY8M,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6857,Lebanese Red Cross,MSNA,Unknown,,u5tEu,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6858,Lebanese Red Cross,MSNA,Unknown,,LRJzK,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6859,Lebanese Red Cross,MSNA,Unknown,,f47pu,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6860,Lebanese Red Cross,MSNA,Unknown,,Nnx16,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6861,Lebanese Red Cross,MSNA,Unknown,,YMBjA,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6862,Lebanese Red Cross,MSNA,Unknown,,p6/Bl,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6863,Lebanese Red Cross,MSNA,Unknown,,tCVK2,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6864,Lebanese Red Cross,MSNA,Unknown,,VvkvM,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6865,Lebanese Red Cross,MSNA,Unknown,,4cAu7,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6866,Lebanese Red Cross,MSNA,Unknown,,e6fZc,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6867,Lebanese Red Cross,MSNA,Unknown,,OGaQR,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6868,Lebanese Red Cross,MSNA,Unknown,,4Y7n3,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6869,Lebanese Red Cross,MSNA,Unknown,,+ZtCz,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6870,Lebanese Red Cross,MSNA,Unknown,,4+o2G,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6871,Lebanese Red Cross,MSNA,Unknown,,gBKZM,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6872,Lebanese Red Cross,MSNA,Unknown,,kMldh,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6873,Lebanese Red Cross,MSNA,Unknown,,MtHao,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6874,Lebanese Red Cross,MSNA,Unknown,,EFCpN,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6875,Lebanese Red Cross,MSNA,Unknown,,PIw8L,Achrafieh foncière,61,33.88890287,35.53079612,,8/8/2020
LRC6876,Lebanese Red Cross,MSNA,Unknown,,SPGgW,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6877,Lebanese Red Cross,MSNA,Unknown,,BYBR6,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6878,Lebanese Red Cross,MSNA,Unknown,,oBn99,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6879,Lebanese Red Cross,MSNA,Unknown,,6M12Q,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6880,Lebanese Red Cross,MSNA,Unknown,,V3ZVt,Achrafieh foncière,61,33.88890287,35.53079612,,8/8/2020
LRC6881,Lebanese Red Cross,MSNA,Unknown,,5ZiAu,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6882,Lebanese Red Cross,MSNA,Unknown,,ldLuh,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6883,Lebanese Red Cross,MSNA,Unknown,,Hbn1v,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6884,Lebanese Red Cross,MSNA,Unknown,,bCVnh,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6885,Lebanese Red Cross,MSNA,Unknown,,RuLAS,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6886,Lebanese Red Cross,MSNA,Unknown,,bpF7K,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6887,Lebanese Red Cross,MSNA,Unknown,,G/6q/,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/8/2020
LRC6888,Lebanese Red Cross,MSNA,Unknown,,zrpq+,Achrafieh foncière,61,33.88890287,35.53079612,,8/8/2020
LRC6889,Lebanese Red Cross,MSNA,Unknown,,QGWUb,Achrafieh foncière,61,33.88890287,35.53079612,,8/8/2020
LRC6890,Lebanese Red Cross,MSNA,Unknown,,G4NtT,Achrafieh foncière,61,33.88890287,35.53079612,,8/7/2020
LRC6891,Lebanese Red Cross,MSNA,Unknown,,uc3df,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/7/2020
LRC6892,Lebanese Red Cross,MSNA,Unknown,,MGneg,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/7/2020
LRC6893,Lebanese Red Cross,MSNA,Unknown,,yAhZY,Achrafieh foncière,61,33.88890287,35.53079612,,8/7/2020
LRC6894,Lebanese Red Cross,MSNA,Unknown,,uz+f6,Achrafieh foncière,61,33.88890287,35.53079612,,8/7/2020
LRC6895,Lebanese Red Cross,MSNA,Unknown,,EOXwm,Achrafieh foncière,61,33.88890287,35.53079612,,8/7/2020
LRC6896,Lebanese Red Cross,MSNA,Unknown,,VHmVI,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/7/2020
LRC6897,Lebanese Red Cross,MSNA,Unknown,,efL2l,Achrafieh foncière,61,33.88890287,35.53079612,,8/7/2020
