OML UID,Entity / Source,Survey Type,Status,Assignee,Neighborhood,Zone,Lat,Long,Plot Number,Unit Type,Supplier UID,Survey Date,Damage Level
NS523,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS524,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS525,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS526,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS527,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS528,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS529,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS530,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS531,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS532,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS533,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS534,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS535,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS536,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS537,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS538,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS539,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS540,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS541,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS542,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS543,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS544,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS545,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS546,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS547,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS548,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS549,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS550,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS551,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS552,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS553,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS554,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS555,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS556,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS557,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS558,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS559,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS560,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS561,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS562,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS563,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS564,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS565,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS566,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS567,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS568,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS569,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS570,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS571,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS572,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS573,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS574,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS575,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS576,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS577,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS578,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS579,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS580,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS581,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS582,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS583,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS584,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS585,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS586,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS587,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS588,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS589,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS590,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS591,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS592,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS593,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS594,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS595,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS596,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS597,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS598,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS599,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS600,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS601,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS602,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS603,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS604,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS605,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS606,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS607,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS608,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS609,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS610,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS611,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS612,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS613,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS614,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS615,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS616,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS617,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS618,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS619,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS620,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS621,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS622,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS623,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS624,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS625,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS626,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS627,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS628,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS629,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS630,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS631,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS632,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS633,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS634,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS635,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS636,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS637,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS638,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS639,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS640,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS641,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS642,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS643,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS644,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS645,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS646,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS647,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS648,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS649,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS650,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS651,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS652,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS653,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS654,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS655,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS656,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS657,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS658,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS659,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS660,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS661,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS662,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS663,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS664,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS665,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS666,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS667,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS668,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS669,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS670,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS671,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS672,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS673,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS674,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS675,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS676,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS677,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS678,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS679,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS680,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS681,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS682,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS683,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS684,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS685,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS686,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS687,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS688,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS689,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS690,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS691,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS692,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS693,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS694,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS695,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS696,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS697,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS698,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS699,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS700,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS701,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS702,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS703,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS704,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS705,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS706,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS707,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS708,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS709,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS710,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS711,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS712,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS713,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS714,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS715,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS716,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS717,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS718,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS719,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS720,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS721,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS722,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS723,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS724,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS725,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS726,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS727,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS728,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS729,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS730,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS731,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS732,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS733,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS734,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS735,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS736,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS737,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS738,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS739,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS740,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS741,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS742,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS743,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS744,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS745,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS746,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS747,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS748,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS749,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS750,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS751,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS752,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS753,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS754,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS755,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS756,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS757,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS758,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS759,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS760,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS761,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS762,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS763,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS764,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS765,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS766,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS767,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS768,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS769,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS770,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS771,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS772,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS773,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS774,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS775,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS776,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS777,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS778,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS779,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS780,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS781,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS782,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS783,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS784,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS785,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS786,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS787,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS788,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS789,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
