OML UID,Entity / Source,Survey Type,Status,Assignee,Neighborhood,Zone,Lat,Long
BC545,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC546,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC547,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC548,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC549,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC550,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC551,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC552,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC553,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC554,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC555,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC556,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC557,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC558,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC559,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC560,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC561,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC562,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC563,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC564,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC565,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC566,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC567,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC568,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC569,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC570,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC571,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC572,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC573,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC574,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC575,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC576,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC577,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC578,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC579,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC580,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC581,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC582,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC583,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC584,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC585,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC586,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC587,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC588,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC589,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC590,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC591,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC592,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC593,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC594,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC595,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC596,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC597,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC598,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC599,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC600,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC601,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC602,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC603,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC604,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC605,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC606,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC607,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC608,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC609,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC610,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC611,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC612,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC613,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC614,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC615,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC616,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC617,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC618,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC619,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC620,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC621,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC622,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC623,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC624,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC625,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC626,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC627,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC628,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC629,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC630,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC631,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC632,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC633,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC634,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC635,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC636,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC637,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC638,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC639,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC640,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC641,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC642,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC643,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC644,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC645,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC646,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC647,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC648,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC649,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC650,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC651,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC652,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC653,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC654,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC655,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC656,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC657,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC658,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC659,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC660,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC661,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC662,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC663,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC664,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC665,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC666,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC667,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC668,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC669,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC670,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC671,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC672,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC673,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC674,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC675,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC676,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC677,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC678,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC679,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC680,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC681,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC682,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC683,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC684,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC685,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC686,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC687,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC688,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC689,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC690,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC691,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC692,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC693,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC694,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC695,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC696,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC697,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC698,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC699,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC700,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC701,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC702,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC703,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC704,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC705,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC706,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC707,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC708,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC709,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC710,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC711,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC712,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC713,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC714,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC715,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC716,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC717,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC718,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC719,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC720,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC721,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC722,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC723,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC724,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC725,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC726,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC727,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC728,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC729,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC730,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC731,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC732,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC733,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC734,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC735,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC736,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC737,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC738,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC739,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC740,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC741,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC742,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC743,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC744,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC745,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC746,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC747,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC748,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC749,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC750,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC751,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC752,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC753,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC754,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC755,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC756,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC757,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC758,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC759,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC760,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC761,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC762,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC763,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC764,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC765,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC766,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC767,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC768,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC769,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC770,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC771,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC772,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC773,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC774,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC775,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC776,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC777,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC778,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC779,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC780,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC781,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC782,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC783,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC784,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC785,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC786,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC787,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC788,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC789,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC790,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC791,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC792,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC793,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC794,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC795,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC796,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC797,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC798,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC799,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC800,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC801,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC802,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC803,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC804,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC805,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC806,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC807,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC808,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC809,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC810,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC811,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC812,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC813,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC814,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC815,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC816,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC817,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC818,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC819,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC820,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC821,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC822,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC823,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC824,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC825,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC826,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC827,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC828,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC829,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC830,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC831,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC832,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC833,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC834,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC835,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC836,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC837,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC838,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC839,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC840,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC841,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC842,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC843,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC844,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC845,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC846,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC847,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC848,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC849,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC850,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC851,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC852,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC853,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC854,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC855,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC856,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC857,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC858,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC859,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC860,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC861,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
