OML UID,Entity / Source,Survey Type,Status,Assignee,Survey Date,Zone,Neighborhood حي,Building Exterior Assessment التقييم الخارجي للمبنى,Lat,Long,Supplier UID
VC498,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-19,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888579,35.529104,117222621
VC499,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-19,59,Other آخر,Good جيد,33.88622,35.520016,117222869
VC500,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-19,59,Other آخر,Good جيد,33.886545,35.519852,117225032
VC501,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-19,61,Ghabi غابي,Good جيد,33.888,35.752,117229316
VC502,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-19,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888746,35.529048,117229405
VC503,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-19,61,Ghabi غابي,Good جيد,33.888,35.752,117229558
VC504,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-19,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888746,35.529048,117229683
VC505,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-19,60,Sioufi السيوفي,Good جيد,33.8865,35.519746,117230656
VC506,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-19,17,Gemmayze الجميزة,Needs Repair يحتاج إصلاح,33.88,35.52,117257837
VC507,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-19,17,Gemmayze الجميزة,Good جيد,33.89427,35.516341,117259585
VC508,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-19,17,Gemmayze الجميزة,Good جيد,33.893774,35.516642,117275865
VC509,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-19,42,Geitaoui الجعيتاوي,Good جيد,33.89321,35.56222,117283016
VC510,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-19,30,Geitaoui الجعيتاوي,Good جيد,33.89,35.528,117367532
VC511,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,16,Rmeil الرميل,Good جيد,35.5123169,33.8938054,117368074
VC512,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,30,Geitaoui الجعيتاوي,Needs Repair يحتاج إصلاح,33.8945836,35.5264485,117371615
VC513,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,30,Geitaoui الجعيتاوي,Needs Repair يحتاج إصلاح,33.894405,35.5263389,117373759
VC514,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,30,Geitaoui الجعيتاوي,Needs Replacement يحتاج إلى استبدال,33.89,35.526,117374954
VC515,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,38,Geitaoui الجعيتاوي,Needs Repair يحتاج إصلاح,33.89,35.526,117378030
VC516,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,16,Rmeil الرميل,Good جيد,33.894302,35.5126473,117378342
VC517,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,30,Geitaoui الجعيتاوي,Needs Repair يحتاج إصلاح,33.89,35.526,117379405
VC518,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,30,Geitaoui الجعيتاوي,Needs Repair يحتاج إصلاح,33.89,35.526,117381222
VC519,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,16,Rmeil الرميل,Good جيد,35.5122365,33.8942596,117381645
VC520,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,30,Geitaoui الجعيتاوي,Needs Repair يحتاج إصلاح,33.89,35.526,117382970
VC521,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,16,Rmeil الرميل,Good جيد,33.8942596,35.5122365,117383687
VC522,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,30,Geitaoui الجعيتاوي,Needs Repair يحتاج إصلاح,33.89,35.526,117386535
VC523,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,16,Rmeil الرميل,Good جيد,33.8942596,35.5122365,117386751
VC524,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,30,Geitaoui الجعيتاوي,Needs Repair يحتاج إصلاح,33.89,35.526,117388355
VC525,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,30,Geitaoui الجعيتاوي,Needs Repair يحتاج إصلاح,33.89,35.526,117390149
VC526,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,4531,Gemmayze الجميزة,Good جيد,33.88,35.52,117392166
VC527,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,30,Geitaoui الجعيتاوي,Needs Repair يحتاج إصلاح,33.89,35.526,117392167
VC528,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,60,Other آخر,Good جيد,33.884289,35.525308,117394884
VC529,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,16,Rmeil الرميل,Needs Repair يحتاج إصلاح,35.5127437,33.8946541,117399767
VC530,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,30,Geitaoui الجعيتاوي,Needs Repair يحتاج إصلاح,33.89,35.527,117399913
VC531,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,38,Geitaoui الجعيتاوي,Good جيد,33.89,35.525,117402470
VC532,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,16,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8946,35.5126579,117403424
VC533,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,,Gemmayze الجميزة,Needs Repair يحتاج إصلاح,33.8946,35.5128,117404148
VC534,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,15,Gemmayze الجميزة,Good جيد,33.88,35.52,117405276
VC535,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,15,Gemmayze الجميزة,Good جيد,33.88,35.52,117407426
VC536,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,3574,Gemmayze الجميزة,Good جيد,33.88,35.52,117407459
VC537,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,,Gemmayze الجميزة,Needs Repair يحتاج إصلاح,33.8945,35.5128,117407781
VC538,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,17,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8946,35.5126579,117408083
VC539,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,60,Other آخر,Good جيد,33.884344,35.525673,117408129
VC540,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,60,Other آخر,Good جيد,33.884787,35.52629,117408131
VC541,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,60,Other آخر,Good جيد,33.884582,35.525949,117408134
VC542,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,,Gemmayze الجميزة,Needs Repair يحتاج إصلاح,33.8948282,35.5120625,117416504
VC543,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,60,Other آخر,Good جيد,33.884793,35.526284,117416910
VC544,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,18,Sioufi السيوفي,Needs Repair يحتاج إصلاح,33.894462,35.515718,117418384
VC545,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,15,Gemmayze الجميزة,Good جيد,33.88,35.52,117421038
VC546,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,16,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8931,35.5126,117423822
VC547,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,60,Other آخر,Good جيد,33.88492,35.52514,117425341
VC548,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,60,Other آخر,Good جيد,33.884978,35.525075,117429232
VC549,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,38,Geitaoui الجعيتاوي,Needs Repair يحتاج إصلاح,33.89,35.525,117430714
VC550,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,16,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8934,35.5111,117431062
VC551,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,30,Geitaoui الجعيتاوي,Good جيد,33.89,35.525,117431974
VC552,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,18,Sioufi السيوفي,Needs Replacement يحتاج إلى استبدال,33.894786,35.516006,117444721
VC553,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-18,64,Sioufi السيوفي,Good جيد,33.88,35.52,117452280
VC554,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,54,Other آخر,Needs Repair يحتاج إصلاح,33.8923,35.5119,117472136
VC555,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,54,Other آخر,Needs Repair يحتاج إصلاح,33.8923,35.5117,117475412
VC556,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,54,Other آخر,Needs Repair يحتاج إصلاح,33.8921,35.5117,117478964
VC557,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,58,Sioufi السيوفي,Good جيد,33.89172,35.518524,117479261
VC558,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,58,Sioufi السيوفي,Good جيد,33.885947,35.519751,117482871
VC559,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,3294,Other آخر,Needs Repair يحتاج إصلاح,33.8921,35.5117,117483519
VC560,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,54,Other آخر,Needs Repair يحتاج إصلاح,33.8924,35.5117,117486140
VC561,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,58,Sioufi السيوفي,Good جيد,33.89511,35.546976,117490603
VC562,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8921498,35.5227608,117580522
VC563,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8926597,35.5227313,117585716
VC564,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888038,35.529334,117588227
VC565,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8922889,35.5227594,117591805
VC566,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,56,Other آخر,Good جيد,33.887866,35.509565,117593324
VC567,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.88845,35.529158,117593589
VC568,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.88845,35.529158,117594861
VC569,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,60,Sioufi السيوفي,Good جيد,33.886364,35.526592,117595290
VC570,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,56,Other آخر,Good جيد,33.888045,35.509547,117595815
VC571,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,35.5225197,33.8923658,117596344
VC572,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Needs Repair يحتاج إصلاح,33.887935,35.528901,117596754
VC573,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888069,35.529542,117597525
VC574,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8923633,35.5227309,117598242
VC575,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Needs Repair يحتاج إصلاح,33.888069,35.529542,117599080
VC576,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,60,Sioufi السيوفي,Good جيد,33.886882,35.526988,117599228
VC577,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8923658,35.5225197,117599426
VC578,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,,Sioufi السيوفي,Needs Repair يحتاج إصلاح,33.89178,35.517724,117600269
VC579,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888156,35.52947,117600547
VC580,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.891965,35.517274,117601603
VC581,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,56,Other آخر,Good جيد,33.8874,35.5086,117601775
VC582,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.891953,35.517302,117602517
VC583,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888156,35.52947,117603125
VC584,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.891996,35.516989,117603697
VC585,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.88811,35.529666,117604524
VC586,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8922333,35.5228909,117605168
VC587,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.88811,35.529666,117605747
VC588,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888727,35.529873,117608942
VC589,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888549,35.53042,117609829
VC590,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8923786,35.5233059,117611116
VC591,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888727,35.529873,117611858
VC592,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8926313,35.5233173,117615016
VC593,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888838,35.530556,117616043
VC594,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,53,Other آخر,Good جيد,33.8,35.5,117616441
VC595,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8926313,35.5233173,117617294
VC596,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889055,35.530531,117619882
VC597,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888717,35.530622,117620393
VC598,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889055,35.530531,117622252
VC599,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,56,Other آخر,Good جيد,33.888074,35.509774,117623477
VC600,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,56,Other آخر,Good جيد,33.887872,35.509537,117623491
VC601,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,56,Other آخر,Good جيد,33.887837,35.509512,117623503
VC602,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,56,Other آخر,Good جيد,33.88781,35.509528,117623521
VC603,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,56,Other آخر,Good جيد,33.887923,35.509603,117623532
VC604,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,56,Other آخر,Good جيد,33.887973,35.509632,117623539
VC605,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,56,Other آخر,Good جيد,33.888005,35.509602,117623551
VC606,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,56,Other آخر,Good جيد,33.887768,35.509508,117623556
VC607,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,57,Other آخر,Good جيد,33.887768,35.509508,117623565
VC608,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889004,35.53051,117623811
VC609,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889055,35.530531,117623846
VC610,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,58,Sioufi السيوفي,Good جيد,33.887478,35.515631,117626230
VC611,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889004,35.53051,117626512
VC612,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8928954,35.5228748,117627460
VC613,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8927946,35.5226327,117627576
VC614,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889584,35.53019,117629076
VC615,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8927932,35.5230417,117630355
VC616,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,58,Karm el Zeitoun كرم الزيتون,Good جيد,33.892411,35.547037,117632129
VC617,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889584,35.53019,117632681
VC618,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Good جيد,33.89285,35.5228721,117633898
VC619,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8928987,35.5229214,117634146
VC620,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889668,35.53018,117634620
VC621,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Good جيد,33.89285,35.5228721,117635551
VC622,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889668,35.53018,117635990
VC623,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8929533,35.5228694,117637930
VC624,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889771,35.53003,117638238
VC625,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Good جيد,33.89285,35.5228721,117640582
VC626,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8929533,35.5228694,117641553
