OML UID,Entity / Source,Survey Type,Status,Assignee,Survey Date,Zone,Neighborhood حي,Building Exterior Assessment التقييم الخارجي للمبنى,Lat,Long,Supplier UID
VC229,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,43,Karm el Zeitoun كرم الزيتون,Needs Repair يحتاج إصلاح,33.890043,35.527392,116314513
VC230,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,43,Karm el Zeitoun كرم الزيتون,Good جيد,33.889706,35.527402,116314734
VC231,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,43,Karm el Zeitoun كرم الزيتون,Needs Repair يحتاج إصلاح,33.8901,35.5265,116317128
VC232,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891109,35.522721,116320719
VC233,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891261,35.522787,116321920
VC234,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891332,35.522653,116322670
VC235,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,43,Karm el Zeitoun كرم الزيتون,Good جيد,33.8899,35.5268,116327132
VC236,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,43,Karm el Zeitoun كرم الزيتون,Good جيد,33.89,35.527,116330930
VC237,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,43,Karm el Zeitoun كرم الزيتون,Needs Repair يحتاج إصلاح,33.8897,35.5274,116333173
VC238,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,62,Sioufi السيوفي,Good جيد,33.884311,35.525095,116679376
VC239,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.894115,35.522335,116680313
VC240,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,62,Sioufi السيوفي,Good جيد,33.884311,35.525095,116681104
VC241,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.894115,35.522335,116683474
VC242,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,49,Mar Mitr مار متر,Good جيد,33.890863,35.516263,116688695
VC243,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,45,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.89124,35.524458,116689339
VC244,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.894129,35.522326,116690653
VC245,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,62,Sioufi السيوفي,Needs Repair يحتاج إصلاح,33.882807,35.527511,116692148
VC246,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,45,Rmeil الرميل,Good جيد,33.89,35.524,116692607
VC247,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,45,Rmeil الرميل,Good جيد,33.89,35.524,116693989
VC248,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,45,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.89,35.524,116697589
VC249,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.894145,35.522324,116699018
VC250,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8940907,35.5223729,116702379
VC251,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,45,Rmeil الرميل,Good جيد,33.89,35.524,116703298
VC252,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,45,Rmeil الرميل,Good جيد,33.89,35.524,116704571
VC253,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,62,Sioufi السيوفي,Good جيد,33.59,35.82,116704816
VC254,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,41,Mar Mikhael مار مخايل,Good جيد,35.5353088,33.8951997,116706221
VC255,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,52,Other آخر,Needs Repair يحتاج إصلاح,35.515028,33.8895977,116708637
VC256,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.894082,35.522358,116708655
VC257,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,62,Sioufi السيوفي,Good جيد,33.5823,35.8812,116709013
VC258,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,43,Rmeil الرميل,Good جيد,33.88,35.524,116710050
VC259,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,41,Mar Mikhael مار مخايل,Good جيد,33.8951997,35.5353088,116710353
VC260,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,43,Rmeil الرميل,Good جيد,33.88,35.524,116711848
VC261,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,9,Mar Mikhael مار مخايل,Good جيد,33.896074,35.534415,116713092
VC262,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,45,Other آخر,Needs Repair يحتاج إصلاح,33.890267,35.524573,116713128
VC263,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,41,Mar Mikhael مار مخايل,Needs Repair يحتاج إصلاح,33.8945516,35.5345625,116714654
VC264,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.894445,35.522446,116715950
VC265,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,45,Other آخر,Needs Repair يحتاج إصلاح,33.890134,35.524691,116716223
VC266,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,41,Mar Mikhael مار مخايل,Needs Repair يحتاج إصلاح,33.8945516,35.5345625,116716868
VC267,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,62,Sioufi السيوفي,Good جيد,33.882832,35.525055,116716905
VC268,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,41,Mar Mikhael مار مخايل,Needs Repair يحتاج إصلاح,33.8945516,35.5345625,116718532
VC269,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,45,Rmeil الرميل,Good جيد,33.89,35.524,116719209
VC270,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,9,Mar Mikhael مار مخايل,Good جيد,33.896417,35.534671,116719548
VC271,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,52,Other آخر,Needs Repair يحتاج إصلاح,33.8892158,35.5140788,116720029
VC272,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,41,Mar Mikhael مار مخايل,Needs Repair يحتاج إصلاح,33.8945516,35.5345625,116720077
VC273,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,62,Sioufi السيوفي,Good جيد,33.882832,35.525055,116720110
VC274,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,45,Other آخر,Needs Repair يحتاج إصلاح,33.889962,35.524495,116720505
VC275,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,59,Other آخر,Good جيد,33.886302,35.516832,116720557
VC276,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.894546,35.521952,116720622
VC277,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,41,Mar Mikhael مار مخايل,Needs Repair يحتاج إصلاح,33.8945516,35.5345625,116722106
VC278,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,45,Rmeil الرميل,Good جيد,33.89,35.524,116722958
VC279,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,62,Sioufi السيوفي,Good جيد,33.881794,35.524493,116723804
VC280,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,45,Other آخر,Needs Repair يحتاج إصلاح,33.890197,35.524571,116723900
VC281,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,9,Mar Mikhael مار مخايل,Good جيد,33.896925,35.534592,116725963
VC282,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,62,Sioufi السيوفي,Good جيد,33.881794,35.524493,116726633
VC283,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,52,Other آخر,Needs Repair يحتاج إصلاح,33.8889759,35.5141304,116726808
VC284,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,41,Mar Mikhael مار مخايل,Good جيد,33.8945516,35.5345625,116728151
VC285,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,45,Other آخر,Needs Repair يحتاج إصلاح,33.8901,35.524534,116728270
VC286,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,62,Sioufi السيوفي,Good جيد,33.881794,35.524382,116730356
VC287,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,41,Mar Mikhael مار مخايل,Good جيد,33.8935566,35.5335594,116732899
VC288,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,62,Sioufi السيوفي,Good جيد,33.881794,35.524382,116733228
VC289,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,9,Mar Mikhael مار مخايل,Good جيد,33.896554,35.534655,116733454
VC290,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,62,Sioufi السيوفي,Good جيد,33.881794,35.524382,116734514
VC291,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,52,Other آخر,Needs Repair يحتاج إصلاح,33.8885638,35.5141388,116735399
VC292,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,41,Mar Mikhael مار مخايل,Good جيد,33.8935566,35.5335594,116735483
VC293,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,59,Other آخر,Good جيد,33.884888,35.516503,116735515
VC294,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,9,Mar Mikhael مار مخايل,Good جيد,33.896068,35.534464,116736418
VC295,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,59,Other آخر,Good جيد,33.885055,35.516541,116738402
VC296,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,62,Sioufi السيوفي,Needs Repair يحتاج إصلاح,33.8814,35.5233,116739287
VC297,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,41,Mar Mikhael مار مخايل,Good جيد,33.8935566,35.5335594,116739692
VC298,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,9,Mar Mikhael مار مخايل,Good جيد,33.896939,35.534777,116740669
VC299,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-17,62,Sioufi السيوفي,Good جيد,33.8815,35.523,116741690
